200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,1,1,1,1,1,1,1,1,1,1,200,1,1,1,1,5,5,1,5,1,5,1,1,1,1,1,1,200,1,1,1,1,1,1,1,1,200,200,200
200,200,200,1,5,5,5,1,5,1,5,1,1,-1,1,1,5,1,1,1,1,5,1,5,1,5,5,5,1,1,-1,1,1,1,1,1,1,0,1,200,200,200
200,200,200,1,1,1,1,1,5,1,5,1,1,200,1,1,5,1,5,5,1,1,1,1,1,5,1,1,1,1,200,1,1,1,1,1,1,1,1,200,200,200
200,200,200,1,5,5,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,1,5,1,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,1,5,1,1,5,1,1,1,1,1,1,200,1,1,1,1,1,5,1,5,1,1,1,1,200,1,1,1,1,1,5,1,1,5,1,1,200,200,200
200,200,200,1,5,1,1,5,1,5,5,5,1,1,-1,1,1,5,1,1,5,1,5,5,5,1,1,-1,1,1,5,1,1,5,1,1,5,5,1,200,200,200
200,200,200,1,1,1,1,1,1,1,1,5,1,1,200,1,1,5,1,1,1,1,1,1,5,1,1,200,1,1,5,1,1,1,1,1,1,1,1,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,5,1,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1,1,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,-1,200,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1,1,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1,1,200,200,200
200,200,200,1,1,1,1,5,1,200,1,1,5,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,200,1,1,1,1,5,5,1,5,1,200,200,200
200,200,200,1,1,1,1,5,1,-1,1,5,5,1,1,5,1,1,5,1,5,5,1,1,5,1,5,5,1,-1,1,1,5,1,1,5,1,5,1,200,200,200
200,200,200,5,5,1,1,1,1,200,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,200,1,1,5,1,1,1,1,1,1,200,200,200
200,200,200,1,1,1,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,5,5,1,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,1,1,1,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,1,5,1,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,1,5,1,1,1,1,200,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,1,200,1,1,1,5,1,1,5,1,1,1,1,1,200,200,200
200,200,200,1,5,5,1,5,1,-1,1,1,5,5,1,5,5,5,1,5,5,5,1,5,5,1,-1,1,5,1,5,5,1,5,1,5,1,1,1,200,200,200
200,200,200,1,1,1,1,5,1,200,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,200,1,1,1,1,1,1,1,1,5,5,5,1,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1,1,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,5,5,1,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1,1,1,200,200,200
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,5,5,1,200,200,200
200,200,200,1,1,1,1,5,1,1,1,1,5,1,1,1,1,200,1,1,1,1,1,1,1,5,5,5,1,1,1,5,1,200,1,5,1,5,1,200,200,200
200,200,200,5,5,5,1,5,1,5,1,1,5,1,5,5,1,-1,1,1,5,1,5,5,1,5,1,1,1,1,1,5,1,-1,1,5,1,5,1,200,200,200
200,200,200,1,1,1,1,1,1,5,1,1,1,1,1,1,1,200,1,1,5,1,1,5,1,5,1,1,5,5,1,1,1,200,1,1,1,1,1,200,200,200
200,200,200,1,5,5,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,1,1,1,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,1,5,5,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
200,200,200,1,1,5,1,1,1,1,1,1,5,1,1,1,5,1,1,5,1,200,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,200,200,200
